index,game,category,question,answer,amount,media,dj
4122,8117,MAGAZINES,"The June 1985 ""Vanity Fair"" featured this couple dancing on cover & kissing inside",the Reagans (the president & the first lady),400,,True
4123,8117,MAGAZINES,"w/circulation of about 20 million each, these 2 pocket-size periodicals are the biggest in U.S.",TV Guide & Reader's Digest,800,,True
4124,8117,MAGAZINES,"At the turn of 20th c., Edward Bok turned this magazine into model for all future ladies periodicals",Ladies' Home Journal,1200,,True
4125,8117,MAGAZINES,"This famous West German newsmagazine ""mirrors"" the life of the people & country",Der Spiegel,1600,,True
4126,8117,MAGAZINES,"Largest magazine publisher in U.S., it's noted for technical publications as well as ""Business Week""",McGraw Hill,2000,,True
4127,8117,THE CIVIL WAR,The 2 killed in 50-gun salute celebrating fort's surrender were only casualties of this 1st battle,the Battle of Fort Sumter,400,,True
4128,8117,THE CIVIL WAR,"Side whose songs included: ""Lula, Lula, Lula Is Gone"" & ""3 Times Around She went""",the Confederacy,800,,True
4129,8117,THE CIVIL WAR,Defiant battle cry that Admiral Farragut made famous at Mobile Bay,"Damn the torpedoes, full speed ahead",1200,,True
4130,8117,THE CIVIL WAR,"When Lincoln was assassinated, this Secretary of State was separately attacked but survived",Seward,1600,,True
4131,8117,THE CIVIL WAR,Crunchy flour & water biscuit ration that was a staple of soldiers in both blue & gray,hardtack,2000,,True
4132,8117,CANDY,"The milk of 50,000 cows goes into 1 day's production of this Penn. company's chocolate",Hershey,400,,True
4133,8117,CANDY,"Dating back to 2000 B.C., earliest recorded references to candy are found in papyri of this country",Egypt,800,,True
4134,8117,CANDY,"For a 1920's promotion, biplanes used these to drop Baby Ruth bars over cities & towns",little parachutes,1200,,True
4135,8117,CANDY,America's 1st commercial candymakers were the Dutch bakers of this city in the 1700s,New York,1600,,True
4136,8117,4-LETTER WORDS,"State of Old Mother Hubbard's cupboard or Joan Collins in ""Playboy""",bare,400,,True
4137,8117,4-LETTER WORDS,"Precedes ended, hearted, & minded",open,800,,True
4138,8117,4-LETTER WORDS,A hussy or a pastry,a tart,1200,,True
4139,8117,4-LETTER WORDS,"From German for ""announce"", to declare cards for a score such as in Canasta",to meld,1600,,True
4140,8117,4-LETTER WORDS,This lets a guitarist change keys & not change fingerings,a capo,2000,,True
4141,8117,RELIGION,"Officially, he's the 264th pope",John Paul II,400,,True
4142,8117,ODDS & ENDS,"Studies are still being done on this genius' brain, saved from cremation in 1955",Albert Einstein,400,,True
4143,8117,ODDS & ENDS,Indication that one accepts challenge of battle made by a thrown down glove,to pick up the glove,800,,True
4144,8117,ODDS & ENDS,"Color on the U.S. flag which stands for vigilance, perseverance & justice",blue,1200,,True
4145,8117,ODDS & ENDS,"From Roman times to the 1600s, the main procedure to get water to the fire",a bucket brigade,1600,,True
4146,8117,ODDS & ENDS,"Leavenworth & the Int'l Assoc. of Chiefs of Police supplied the FBI with their 1st 810,000 of these",fingerprints,2000,,True
4147,8118,THE OLD TESTAMENT,"After sending a raven from the ark, Noah sent this bird & it brought back an olive leaf",a dove,200,,False
4148,8118,THE OLD TESTAMENT,"It is said that ""the whole earth was of one language"" until the building of this",the Tower of Babel,400,,False
4149,8118,THE OLD TESTAMENT,It was Daniel's punishment for refusing to worship Darius the Mede,he was put in the lions' den,600,,False
4150,8118,THE OLD TESTAMENT,Abraham was 100 years old when he begat this son,Isaac,800,,False
4151,8118,THE OLD TESTAMENT,He's considered the last of the judges & the first of the prophets,Samuel,1000,,False
4152,8118,GARDENS,The Villa d'Este in the town of Tivoli in this country is famous for its Renaissance gardens,Italy,200,,False
4153,8118,GARDENS,"Raise a mug to this Tampa, Fla. site known for its African-themed zoological park & thrill rides",Busch Gardens,400,,False
4154,8118,GARDENS,It's a community near Atlantic City & the only property in the U.S. version of Monopoly not named for a st.,Marvin Gardens,600,,False
4155,8118,GARDENS,This NYC borough's Botanic Garden near Prospect Park has a garden of fragrances for the blind,Brooklyn,800,,False
4156,8118,GARDENS,"The Hirshhorn Museum in Washington, D.C. has a garden of these, not flowers",sculptures,1000,,False
4157,8118,SERPENTS,A pyramid at Teotihuacan in this country honors the feathered serpent god Quetzalcoatl,Mexico,200,,False
4158,8118,SERPENTS,The cobra that was a symbol of ancient Egyptian royalty is more commonly called this,an asp,400,,False
4159,8118,SERPENTS,"In the classic cartoon series, he was Beany's seasick sea serpent buddy",Cecil,600,,False
4160,8118,SERPENTS,"For the second of his labors, Hercules killed this multiheaded water serpent",the hydra,800,,False
4161,8118,SERPENTS,"In one of ""The Jungle Book"" Tales, this python helps save Mowgli from the monkey-people",Kaa,1000,,False
4162,8118,ATOMS,The velocity of a photon is equal to the speed of this,light,200,,False
4163,8118,ATOMS,It's defined as the total amount of matter in a substance & most of it's in the nucleus,mass,400,,False
4164,8118,ATOMS,"Together, neutrons & these are known as nucleons",protons,600,,False
4165,8118,ATOMS,The muon was discovered in photographs taken in one of these foggy chambers,a cloud chamber,800,,False
4166,8118,ATOMS,"Atomic weights of naturally occurring elements run from 1.008, hydrogen, to 238.03, this element",uranium,1000,,False
4167,8118,"""EVE""s",In Poland the first star seen in the sky signals the start of a festive meal on this December night,Christmas Eve,200,,False
4168,8118,"""EVE""s","Pat Sajak & Vanna White both got married on this holiday eve, but not to each other",New Year's Eve,400,,False
4169,8118,"""EVE""s",Joanne Woodward had a trio of personalities in this 1957 film,The Three Faces of Eve,600,,False
4170,8118,"""EVE""s","She was an Oscar nominee for her role in ""Mildred Pierce"" & an Emmy winner for ""Our Miss Brooks""",Eve Arden,800,,False
4171,8118,"""EVE""s","In 1965 this ""devastating"" song became a No. 1 hit for Barry McGuire","""Eve Of Destruction""",1000,,False
4172,8118,IN THE BEGINNING,"In the familiar cliche, it precedes ""borrow or steal""",beg,200,,False
4173,8118,IN THE BEGINNING,"During a baseball game, it's traditional to stand up & stretch in the middle of the seventh one",inning,400,,False
4174,8118,IN THE BEGINNING,In March 1992 this former Israeli prime minister died at age 78,Begin,600,,False
4175,8118,IN THE BEGINNING,Family name of Spanish composer Joaquin & his writer daughter Anais,Nin,800,,False
4176,8118,IN THE BEGINNING,Old Tom is a sweet variety of this,gin,1000,,False
4177,8118,RICHARD NIXON,"While in law school, Nixon planned to join this law enforcement bureau in Washington, D.C.",the F.B.I.,400,,True
4178,8118,RICHARD NIXON,During an audition at a local theatre group he met this schoolteacher whom he married,Pat Nixon,800,,True
4179,8118,RICHARD NIXON,"When Nixon became president, this Californian, who had refused to campaign for him in 1950, was chief justice",Earl Warren,1200,,True
4180,8118,RICHARD NIXON,"During his first term in Congress, he sat on this committee that looked for Communists",the HUAC (House Un-American Activities Committee),1600,,True
4181,8118,RICHARD NIXON,"Nixon had 2 vice presidents, Agnew & Ford & 2 secretaries of state, Kissinger & this man",William Rogers,2000,,True
4182,8118,THE OLYMPICS,The first torch relay was run for the 1936 Summer Games held in this German city,Berlin,400,,True
4183,8118,THE OLYMPICS,"Competitors in this event try to land in the Telemark position, named after a region of Norway",the ski jump,800,,True
4184,8118,THE OLYMPICS,"Named for a singer & nicknamed for another boxer, he won the 1976 light welterweight gold",Sugar Ray Leonard,1600,,True
4185,8118,MODERN HISTORY,In 1936 this German airship completed the first scheduled transatlantic dirigible flight,the Hindenburg,400,,True
4186,8118,MODERN HISTORY,Michael Dukakis' 1988 running mate was this man who had defeated Bush for a Senate seat in 1970,Lloyd Bentsen,800,,True
4187,8118,MODERN HISTORY,117 lives were lost during an 8.4 earthquake near this largest Alaska city in 1964,Anchorage,1200,,True
4188,8118,MODERN HISTORY,This lord who sponsored the discovery of King Tut's tomb died from an insect bite received at Thebes,Carnarvon,1600,,True
4189,8118,MODERN HISTORY,In 1940 this lawyer who never held elective office was selected as the GOP presidential candidate,Wendell Willkie,2000,,True
4190,8118,ART,The Apollo Belvedere is a Roman copy of a statue made by Leochares of this country,Greece,400,,True
4191,8118,ART,"After the ""Night Watch"", his popularity as a painter declined, causing financial hardship",Rembrandt,800,,True
4192,8118,ART,This city was home to Titian & Tintoretto during the Renaissance & to Tiepolo in the 18th century,Venice,1200,,True
4193,8118,ART,"The likeness of Washington on the $1 bill comes from his ""Athenaeum"" portrait",(Gilbert) Stuart,1600,,True
4194,8118,ART,"His ""Garden of Earthly Delights"" hangs in the Prado in Madrid",Hieronymus Bosch,2000,,True
4195,8118,NATIONAL SONGS & ANTHEMS,"""Pheng Xat Lao"" is the anthem of this country that broke away from French Indochina in 1954",Laos,400,,True
4196,8118,NATIONAL SONGS & ANTHEMS,"With this as the official language of Gambia, it should be easy for you to sing its national anthem",English,800,,True
4197,8118,NATIONAL SONGS & ANTHEMS,It's the royal anthem of Canada,"""God Save The Queen""",1200,,True
4198,8118,NATIONAL SONGS & ANTHEMS,"""The Soldier's Song"" by Peadar Kearney & Patrick Heaney is the anthem of this island country",Ireland,1600,,True
4199,8118,NATIONAL SONGS & ANTHEMS,"Its anthem ""William Of Nassau"" dates back to 1626",the Netherlands,2000,,True
4200,8118,TRAGIC LOVE,"After meeting a girl named this, Tony is killed by a Shark; that's the West Side story of love",Maria,400,,True
4201,8118,TRAGIC LOVE,Echo pined away for this vain youth until only her voice remained,Narcissus,800,,True
4202,8118,TRAGIC LOVE,"In Poe's ""The Raven"", she's the woman the poet will see nevermore",Lenore,1200,,True
4203,8118,TRAGIC LOVE,"Incorrectly believing that this love had been killed, Pyramus took his own life",Thisbe,1600,,True
4204,8118,TRAGIC LOVE,"After Leander drowned, she killed herself in grief",Hero,2000,,True
4205,8119,MAMMALS,These marsupials can hop as fast as 30 mph & leap over 6-foot-high objects,a kangaroo,200,,False
4206,8119,MAMMALS,It's the only seal with tusks,the walrus,400,,False
4207,8119,MAMMALS,This cat's scientific name is Panthera pardus,panther (leopard),600,,False
4208,8119,MAMMALS,This brown bear gets its name from the white tips on its fur that make it appear streaked with gray,the grizzly,800,,False
4209,8119,MAMMALS,"This arboreal, slow-moving mammal is camouflaged by algae that grow on its coarse fur",a sloth,1000,,False
4210,8119,POP MUSIC,"Their ""Close to You"" LP gave them the 1970 Grammy for ""Best New Artist""",The Carpenters,200,,False
4211,8119,POP MUSIC,"To promote her third album, ""Music Box"", she began a world tour in Miami Nov. 3, 1993",Mariah Carey,400,,False
4212,8119,POP MUSIC,"Country singer Ronnie Milsap sang harmony with this artist on the 1969 hit ""Don't Cry, Daddy""",Elvis Presley,600,,False
4213,8119,POP MUSIC,"Bruce Springsteen's ""Dancing In The Dark"" & ""My Hometown"" were released on this 1984 album",Born in the U.S.A.,800,,False
4214,8119,POP MUSIC,"This group's first 2 albums, released in 1965 & '66, were ""Mr. Tambourine Man"" & ""Turn! Turn! Turn!""",The Byrds,1000,,False
4215,8119,HOBBIES,"As its full name states, the S.I.B.A.A. promotes the art of building these in bottles",Ships,200,,False
4216,8119,HOBBIES,"Introduced by Europeans to America, it's the only hobby that purposely gives you hives",beekeeping,400,,False
4217,8119,HOBBIES,"For fans of these, the ACF may not be 1 up on the competition but they are 1 Down or 1 Across",crossword puzzles,600,,False
4218,8119,HOBBIES,"Crochet patterns use 3 basic stitches: crochet, double crochet & this ""linking"" stitch",chain stitch,800,,False
4219,8119,HOBBIES,"Many collectors display types of this, including Carnival, Heisey & Steuben",glass,1000,,False
4220,8119,LAKES & RIVERS,"Of the world's 6 largest lakes in area, 3 are part of this quintet",the Great Lakes,200,,False
4221,8119,LAKES & RIVERS,This river connects the Sea of Galilee to the Dead Sea,the Jordan,400,,False
4222,8119,LAKES & RIVERS,Lake Rudolf is found in Africa & Reindeer Lake is located on this continent,North America,600,,False
4223,8119,LAKES & RIVERS,This river's route to the Shatt al-Arab is about 50% longer than the Tigris',The Euphrates,800,,False
4224,8119,LAKES & RIVERS,One of the deserts through which the Orange River flows,Kalahari (or Namib),1000,,False
4225,8119,MAGAZINES,"In March 1983 this ""Magnum, P.I."" star became the first centerfold in McCall's' 107-year history",Tom Selleck,200,,False
4226,8119,MAGAZINES,"Columns in this weekly magazine include ""The Couch Critic"", ""Grapevine"" & ""What I Watch""",TV Guide,400,,False
4227,8119,MAGAZINES,"Of the USA's major newsmagazines, this one has the largest circulation by far",Time,600,,False
4228,8119,MAGAZINES,"In 1922 former Secretary of Agriculture Edwin T. Meredith founded it as ""Fruit, Garden and Home""",Better Homes and Gardens,800,,False
4229,8119,MAGAZINES,It's the USA's most popular magazine for the hunting & fishing enthusiast,Field & Stream,1000,,False
4230,8119,FOREIGN WORDS & PHRASES,The French call this faraway country La Nouvelle-Zelande,New Zealand,200,,False
4231,8119,FOREIGN WORDS & PHRASES,"In German these 3 colors are rot, weiss und blau","red, white and blue",400,,False
4232,8119,FOREIGN WORDS & PHRASES,"To an Esperanto speaker, this beverage is lakto",Milk,600,,False
4233,8119,FOREIGN WORDS & PHRASES,"In Swedish it's a kackerlacka; in Spanish, it's a cucaracha",a cockroach,800,,False
4234,8119,FOREIGN WORDS & PHRASES,The Dutch version of this holiday greeting is Vrolijk Kerstfeest,Merry Christmas,1000,,False
4235,8119,WORLD HISTORY,In early 1984 this country launched missiles at tankers near Iran's Kharg Island,Iraq,400,,True
4236,8119,WORLD HISTORY,"On May 2, 1982 the HMS Conqueror torpedoed & sank Argentina's General Belgrano in this war",the Falklands,800,,True
4237,8119,WORLD HISTORY,"When this nationalist Chinese leader died, his son Chiang Ching-Kuo continued as premier",Chiang Kai-shek,1200,,True
4238,8119,WORLD HISTORY,"In 1987 this country's president, Oscar Arias Sanchez, won the Nobel Peace Prize",Costa Rica,1600,,True
4239,8119,WORLD HISTORY,"As a result of this 1904-05 war, Russia lost Port Arthur & half of Sakhalin Island",the Russo-Japanese war,2000,,True
4240,8119,CHEMISTRY,"This substance ""of Paris"" is hemihydrated calcium sulfate",plaster,400,,True
4241,8119,CHEMISTRY,"Chicle, a resin obtained from the Achras zapota tree, is used to manufacture this",(chewing) gum (Chiclets accepted),800,,True
4242,8119,CHEMISTRY,Traces of chromium oxide give this precious corundum gem its red color,ruby,1200,,True
4243,8119,CHEMISTRY,The chemical formula of this metal's ore cinnabar is HgS,mercury,1600,,True
4244,8119,CHEMISTRY,"Kaolin, used in paper & pottery manufacture, is also called ""China"" this",clay,2000,,True
4245,8119,FASHION,"Types of these worn by men include bow, clip-on & four-in-hand",a tie,400,,True
4246,8119,FASHION,"This elastic band can be worn with a girdle to hold up hose, or around a sleeve to shorten it",a garter,800,,True
4247,8119,FASHION,"In 1986 this company launched its line of pants called ""Dockers""",Levi Strauss,1200,,True
4248,8119,FASHION,"It's the 2-piece, usually green cotton outfit worn by surgeons in an operating room",scrubs,1600,,True
4249,8119,FASHION,Clothing with Victorian floral motifs was popularized by this designer who died in 1985,Laura Ashley,2000,,True
4250,8119,IDAHO,"When Idaho became a state the government stayed in this city, its territorial capital",Boise,400,,True
4251,8119,IDAHO,"In 1955 Arco, Idaho became the first U.S. town lighted with electricity supplied by one of these",a nuclear power plant,800,,True
4252,8119,IDAHO,A memorial to Ernest Hemingway stands on Trail Creek in this winter sports resort area,Sun Valley,1200,,True
4253,8119,IDAHO,"This 83-square-mile national monument is made up of ""lunar"" basaltic volcanic features",Craters of the Moon National Park,1600,,True
4254,8119,IDAHO,This city named for a Bannock Indian is home to Idaho State University,Pocatello,2000,,True
4255,8119,AUTHORS,"Virginia Woolf often set her novels in this English capital city, her birthplace",London,400,,True
4256,8119,AUTHORS,"Nora Ephron called this ""Valley of the Dolls"" author ""an extraordinary publishing phenomenon""",Jacqueline Susann,800,,True
4257,8119,AUTHORS,"This Southerner detailed the decline of the Compson family in his 1929 novel ""The Sound and the Fury""",Faulkner,1200,,True
4258,8119,AUTHORS,"""Star Quality"" is a collection of stories by this ""Private Lives"" playwright who definitely had star quality",Noel Coward,1600,,True
4259,8119,AUTHORS,This Danish author who originally wanted to be an artist painted the portrait seen here:,Isak Dinesen,2000,https://www.j-archive.com/media/1994-09-14_DJ_25.jpg,True
4260,8119,SUPREME COURT APPOINTMENTS,"Sandra Day O'Connor, Antonin Scalia, Anthony M. Kennedy",Ronald Reagan,400,,True
4261,8119,SUPREME COURT APPOINTMENTS,"David H. Souter, Clarence Thomas",George Bush,800,,True
4262,8119,SUPREME COURT APPOINTMENTS,"Byron White, Arthur J. Goldberg",Kennedy,1200,,True
4263,8119,SUPREME COURT APPOINTMENTS,Thurgood Marshall,(Lyndon) Johnson,1600,,True
4264,8119,SUPREME COURT APPOINTMENTS,"David Davis, Stephen J. Field, Salmon P. Chase",Abraham Lincoln,2000,,True
4265,8120,U.S. PRESIDENTS,"In a 1977 TV interview, he denied having committed any impeachable offense",Nixon,200,,False
4266,8120,U.S. PRESIDENTS,"He may have suffered from Marfan's syndrome, a rare disorder featuring long, lanky arms & legs",Abraham Lincoln,400,,False
4267,8120,U.S. PRESIDENTS,"Between terms as an administrative judge, he worked briefly for the Kansas City Automobile Club",Truman,600,,False
4268,8120,U.S. PRESIDENTS,In 1884 he wrote an article for Century Magazine on the Battle of Shiloh,Grant,800,,False
4269,8120,U.S. PRESIDENTS,"Assassinated in 1881, he had the second-shortest term of any president",Garfield,1000,,False
4270,8120,TV PAIRS,"More properly, this 1980s CBS sitcom would have been titled ""Katherine & Allison""",Kate & Allie,200,,False
4271,8120,TV PAIRS,"This pair consisted of an alien Earth observer & a Boulder, Colorado woman",Mork & Mindy,400,,False
4272,8120,TV PAIRS,Name on the salvage yard located at 9114 South Central in Los Angeles,Sanford & Son,600,,False
4273,8120,TV PAIRS,"This title pair was a trucker & his simian companion, whom he named for coach Paul Bryant",B.J. & the Bear,800,,False
4274,8120,TV PAIRS,Scarecrow had Mrs. King; this Mountie had Yukon King,Sergeant Preston,1000,,False
4275,8120,AWARDS,Prof. J. Frank McGill & Herman Talmadge are in this legume's Hall of Fame in Georgia & Jimmy Carter isn't,peanut,200,,False
4276,8120,AWARDS,Women directors of these are eligible for the Silver Baton Award,symphony orchestras (or bands),400,,False
4277,8120,AWARDS,In 1926 Samuel Ryder donated a competitive cup for pros in this sport,golf,600,,False
4278,8120,AWARDS,The Illinois Society for Microbiology named its award for this French microbiologist,Pasteur,800,,False
4279,8120,AWARDS,The Washington Theatre Awards are named for this first lady of the American theatre,Helen Hayes,1000,,False
4280,8120,JAPAN,The predecessor of this traditional Japanese garment was the kosode of the Nara period,the kimono,200,,False
4281,8120,JAPAN,One of the most famous of these shrunken trees was first owned by a 17th century shogun,bonsai,400,,False
4282,8120,JAPAN,"This elite warrior class was dissolved between 1873 & 1876, after the Meiji Restoration",samurai,600,,False
4283,8120,JAPAN,"The Cherry, the first of these commercially produced in Japan, was made by a forerunner of Konica",cameras,800,,False
4284,8120,JAPAN,"The name of this Japanese form of fencing means ""the way of the sword""",kendo,1000,,False
4285,8120,FAKES & FALSEHOODS,Human body part you pull when you put something over on someone,the leg,200,,False
4286,8120,FAKES & FALSEHOODS,"N.Y. governor Al Smith popularized the line ""No matter how thin you slice it, it's still"" this",baloney,400,,False
4287,8120,FAKES & FALSEHOODS,They're shed with hypocritical sorrow,crocodile tears,600,,False
4288,8120,FAKES & FALSEHOODS,"A tale of these 2 farm animals is a false ""story""",a cock & bull story,800,,False
4289,8120,FAKES & FALSEHOODS,"This term for a fraud or quack goes back to a name for a person from Cerreto, Italy",a charlatan,1000,,False
4290,8120,"""O"" BOY",This Pledge or Promise is taken by officials before taking public office,an oath,200,,False
4291,8120,"""O"" BOY","It's from a Greek word meaning ""without parents""",orphan,400,,False
4292,8120,"""O"" BOY",An object impervious to the passage of light is said to be this,opaque,600,,False
4293,8120,"""O"" BOY",Petroleum accounts for over 90% of this Arabian sultanate's exports,Oman,800,,False
4294,8120,"""O"" BOY",This plant used to thicken & flavor soups is also known as gumbo,okra,1000,,False
4295,8120,BATTLES,In 1798 Napoleon defeated Murad Bey in this country at the Battle of the Pyramids,Egypt,400,,True
4296,8120,BATTLES,This attack in which Custer & all of his men died lasted less than half an hour,Battle of the Little Bighorn,800,,True
4297,8120,BATTLES,Famous battles of this war include Heartbreak Ridge & Pork Chop Hill,the Korean War,1200,,True
4298,8120,BATTLES,"In a bittersweet victory, England won this 1805 battle but lost Lord Nelson",Trafalgar,1600,,True
4299,8120,BATTLES,"In this battle of 490 B.C., an Athenian army overran a Persian force nearly twice its size",The Battle of Marathon,2000,,True
4300,8120,ISLANDS,"Large bays cutting into this island's coast include Galway, Donegal & Clew",Ireland,400,,True
4301,8120,ISLANDS,"Islands in this Spanish group include Fuerteventura, Lanzarote & Tenerife",the Canary Islands,800,,True
4302,8120,ISLANDS,This country's Pacific Ocean territories include the Society Islands & the Tuamotu Archipelago,France,1200,,True
4303,8120,ISLANDS,This Michigan island once served as the headquarters of John Jacob Astor's fur company,Mackinac Island,1600,,True
4304,8120,ISLANDS,About 10% of this island forming northeastern Nova Scotia consists of the saltwater Bras d'Or Lake,Cape Breton Island,2000,,True
4305,8120,FAMOUS WOMEN,In '60 she decreed that certain of her descendants would use the surname Mountbatten-Windsor,Elizabeth II,400,,True
4306,8120,FAMOUS WOMEN,"Saxophonist Lester Young nicknamed this jazz singer ""Lady Day""",Billie Holiday,800,,True
4307,8120,FAMOUS WOMEN,In January 1994 this hotel queen was freed after serving 21 months,Leona Helmsley,1200,,True
4308,8120,FAMOUS WOMEN,"On completion of her Christian Science ""Mother Church"" in Boston, she took the title Pastor Emeritus",Mary Baker Eddy,1600,,True
4309,8120,FAMOUS WOMEN,"She was 21 & a student at Yale when she designed the Vietnam Veterans Memorial in Washington, D.C.",Maya Lin,2000,,True
4310,8120,MATH FORMULAS,"For a pyramid this, V, is equal to 1/3 (the area of the base times the height)",the volume,400,,True
4311,8120,MATH FORMULAS,"C=pi d or 2 pi r, r being this",the radius,800,,True
4312,8120,MATH FORMULAS,"Newton calculated that m, mass, times a, acceleration, gives you F, this",force,1200,,True
4313,8120,MATH FORMULAS,This famous theorem in trigonometry is a2 plus b2 = c2,Pythagorean theorem,1600,,True
4314,8120,MATH FORMULAS,The formula to calculate the area of this figure is A=1/2bh,a triangle,2000,,True
4315,8120,NEWSPAPERS,"First published in 1900, the Nome Nugget is this state's oldest newspaper",Alaska,400,,True
4316,8120,NEWSPAPERS,"Founded in 1847, this capital's Republican newspaper was the first English paper in New Mexico",Santa Fe,800,,True
4317,8120,NEWSPAPERS,The Manchester Union Leader is the only newspaper in this state with statewide circulation,New Hampshire,1200,,True
4318,8120,NEWSPAPERS,This largest newspaper in Louisiana is New Orleans' only daily,The Times-Picayune,1600,,True
4319,8120,NEWSPAPERS,Newspapers in this state include the Grand Forks Herald & the Minot Daily News,North Dakota,2000,,True
4320,8120,LITERATURE,The famous Tea Party chapter of this Lewis Carroll work didn't appear in the first version,Alice in Wonderland (Alice's Adventures in Wonderland),400,,True
4321,8120,LITERATURE,"His short story collection ""The Four Million"" includes ""The Gift of the Magi""",O. Henry,800,,True
4322,8120,LITERATURE,Joseph Heller novel that features such characters as Captain Yossarian & Major Major Major Major,Catch-22,1200,,True
4323,8120,LITERATURE,"Her 1927 novel ""Death Comes for the Archbishop"" is set in the Southwest, not in Nebraska",(Willa) Cather,1600,,True
4324,8120,LITERATURE,"""The Dead"" is the longest piece in this James Joyce short story collection",The Dubliners,2000,,True
4325,8121,FAMOUS SOUTHPAWS,He's the left-handed bass player of The Beatles,Paul McCartney,200,,False
4326,8121,FAMOUS SOUTHPAWS,"Left-handed New York Yankees have included the Iron Horse, Lou Gehrig, & the Bambino, this man",Babe Ruth,400,,False
4327,8121,FAMOUS SOUTHPAWS,"On film she left her mark as a ""Harvey Girl"", a ""Ziegfeld Girl"" & a farm girl from Kansas",Judy Garland,600,,False
4328,8121,FAMOUS SOUTHPAWS,"He must have worked ""Night and Day"" to ""Begin The Beguine"" with his left hand",Cole Porter,800,,False
4329,8121,FAMOUS SOUTHPAWS,Hannibal lecturer,Mark Twain,1000,,False
4330,8121,EXPLORERS,"This Scot's ""Missionary Travels and Researches in South Africa"" was a bestseller",Livingstone,200,,False
4331,8121,EXPLORERS,In 1725 this Dane was asked to determine if there was a land connection between Russia & North America,Vitus Bering,400,,False
4332,8121,EXPLORERS,In the mid-1470s he joined his brother Bartholomew as a map dealer in Portugal,Christopher Columbus,600,,False
4333,8121,EXPLORERS,"Before exploring the South Pacific, this British captain charted the St. Lawrence River in 1759",(Captain) Cook,800,,False
4334,8121,EXPLORERS,In November 1806 this U.S. Army officer & his men first sighted the front range of the Rockies,Zebulon Pike,1000,,False
4335,8121,FOOD,A Biblical dish was locust & this sweetener,honey,200,,False
4336,8121,FOOD,The Greek dish soupa avgolemono features eggs & this citrus fruit,lemon,400,,False
4337,8121,FOOD,"Kate & Sydney is this kind of pie that a cockney might have for Lilley & Skinner, dinner",steak & kidney pie,600,,False
4338,8121,FOOD,"Careful! If you drink alcohol after eating ink caps, a type of these, you'll become very sick",mushrooms,800,,False
4339,8121,FOOD,These fish are caught by hand & deep fried after they run onto West Coast beaches to spawn,grunion,1000,,False
4340,8121,SOUTH AMERICAN GEOGRAPHY,On the average only the Himalayas are taller than this range that stretches down South America,the Andes,200,,False
4341,8121,SOUTH AMERICAN GEOGRAPHY,The Atacama & Patagonia are the 2 largest examples of this type of region in South America,deserts,400,,False
4342,8121,SOUTH AMERICAN GEOGRAPHY,"The continent's lowest point, Valdes Peninsula, lies in this country that also contains the highest point",Argentina,600,,False
4343,8121,SOUTH AMERICAN GEOGRAPHY,This is the only South American country that touches Central America,Colombia,800,,False
4344,8121,SOUTH AMERICAN GEOGRAPHY,"This, the waterfall with the world's longest drop, drains into the Churun River",Angel Falls,1000,,False
4345,8121,SHADES OF BLUE,It should be a sailor's favorite shade of blue as well as his favorite branch of the Service,Navy,200,,False
4346,8121,SHADES OF BLUE,The body parts most often described as baby blues,eyes,400,,False
4347,8121,SHADES OF BLUE,It would be most appropriate to wear this shade of blue one minute after 11:59 p.m.,midnight blue,600,,False
4348,8121,SHADES OF BLUE,"This dazzling shade of greenish blue resembles the tail feathers of a ""proud"" bird",peacock blue,800,,False
4349,8121,SHADES OF BLUE,"Cerulean is the color of this, & its name may come from caelum, the Latin word for it",the sky,1000,,False
4350,8121,"""GOOD"" STUFF","Proverbially speaking, one of these ""deserves another""",a good turn,200,,False
4351,8121,"""GOOD"" STUFF",Charlie says in 1994 these pink & white licorice-flavored candies celebrated their 100th birthday,Good and Plenty,400,,False
4352,8121,"""GOOD"" STUFF","Originating in the Bible, it's a compassionate person who unselfishly helps others",a Good Samaritan,600,,False
4353,8121,"""GOOD"" STUFF",You'll find this rocky promontory about 100 miles northwest of Africa's southern tip,the Cape of Good Hope,800,,False
4354,8121,"""GOOD"" STUFF",It was the name given to FDR's plan to improve relations with Latin America,the Good Neighbor Policy,1000,,False
4355,8121,ART,Ku K'ai-Chih of this country was the first portrait artist said to capture the spirit of his subjects,China,400,,True
4356,8121,ART,"This period sometimes divided into early, high & late ended around 1600",the Renaissance,800,,True
4357,8121,ART,"Leonardo da Vinci & Albrecht Durer were among many artists who painted ""The Adoration of"" this trio",the Magi,1200,,True
4358,8121,ART,His most ambitious mural covering Mexico's history was left unfinished at his death,Diego Rivera,1600,,True
4359,8121,ART,"His painting ""The Scream"", stolen just before the '94 Winter Olympics, was recovered 3 months later",Edvard Munch,2000,,True
4360,8121,EUROPEAN ROYALTY,"5-year-old David II succeeded his father, Robert the Bruce, as king of this country in 1329",Scotland,400,,True
4361,8121,EUROPEAN ROYALTY,"In 1386 Jagiello, Grand Duke of Lithuania, married Queen Jadwiga & became King Wladyslaw II of this country",Poland,800,,True
4362,8121,EUROPEAN ROYALTY,"This country's ruler, Prince Hans Adam, lives in a castle on a cliff that overlooks the city of Vaduz",Liechtenstein,1200,,True
4363,8121,EUROPEAN ROYALTY,"She was only 10 when she became queen of the Netherlands in 1890, so her mother, Emma, served as regent",Queen Wilhelmina,1600,,True
